Date Time,wind_all_real_time,wind_installed_capacity,elia_day_ahead,elia_hour_ahead,elia_week_ahead
31/03/2016 02,63.8475,1960.909999999999,177.42249999999999,177.42249999999999,506.21
31/03/2016 03,42.24,1960.909999999999,162.73250000000002,162.73250000000002,498.69
31/03/2016 04,80.07000000000001,1960.909999999999,152.75750000000002,152.75750000000002,485.855
31/03/2016 05,90.265,1960.909999999999,150.86249999999998,150.86249999999998,468.88
31/03/2016 06,133.1025,1960.909999999999,156.5625,156.5625,448.965
31/03/2016 07,123.5825,1960.909999999999,165.685,165.685,427.34499999999997
31/03/2016 08,142.755,1960.909999999999,174.5475,174.5475,405.28749999999997
31/03/2016 09,185.36249999999998,1960.909999999999,182.7675,182.7675,383.9525
31/03/2016 10,236.96,1960.909999999999,193.27,193.27,364.38
31/03/2016 11,266.685,1960.909999999999,209.8275,209.8275,347.6075
31/03/2016 12,324.5425,1960.909999999999,235.25,235.25,334.46999999999997
31/03/2016 13,419.13,1960.909999999999,270.88,270.88,325.5725
31/03/2016 14,537.45,1960.909999999999,316.96999999999997,316.96999999999997,321.7875
31/03/2016 15,576.8374999999999,1960.909999999999,369.0675,369.0675,323.20000000000005
31/03/2016 16,739.3575,1960.909999999999,418.05,418.05,328.8075
31/03/2016 17,747.8249999999999,1960.909999999999,455.525,455.525,337.7125
31/03/2016 18,586.485,1960.909999999999,478.305,478.305,349.065
31/03/2016 19,602.8525000000001,1960.909999999999,488.085,488.085,362.075
31/03/2016 20,665.88,1960.909999999999,487.35749999999996,487.35749999999996,375.945
31/03/2016 21,673.5875,1960.909999999999,477.565,610.785,390.025
31/03/2016 22,640.58,1960.909999999999,459.06,611.7675,403.5375
31/03/2016 23,635.9675,1960.909999999999,432.44,601.69,415.565
01/04/2016 00,557.2825,1960.909999999999,400.36,573.315,371.085
01/04/2016 01,512.6525,1960.909999999999,367.44000000000005,520.385,370.93000000000006
01/04/2016 02,496.28,1960.909999999999,338.08500000000004,439.34,372.45750000000004
01/04/2016 03,410.005,1960.909999999999,314.2625,347.52,376.235
01/04/2016 04,290.0,1960.909999999999,295.5375,274.0,382.46750000000003
01/04/2016 05,206.695,1960.909999999999,280.83500000000004,225.57500000000002,391.26
01/04/2016 06,160.255,1960.909999999999,268.58000000000004,214.67000000000002,402.7
01/04/2016 07,129.14000000000001,1960.909999999999,256.6925,177.36499999999998,416.845
01/04/2016 08,99.25,1960.909999999999,243.615,133.7575,433.53999999999996
01/04/2016 09,56.122499999999995,1960.909999999999,230.6775,97.76,451.97999999999996
01/04/2016 10,51.4025,1960.909999999999,222.1175,85.035,470.66249999999997
01/04/2016 11,70.52,1960.909999999999,221.645,70.085,487.94
01/04/2016 12,103.785,1960.909999999999,228.8,79.21,502.08000000000004
01/04/2016 13,127.96000000000001,1960.909999999999,239.155,90.5175,511.36499999999995
01/04/2016 14,123.79,1960.909999999999,247.8675,97.005,514.685
01/04/2016 15,88.475,1960.909999999999,253.045,97.445,513.33
01/04/2016 16,63.677499999999995,1960.909999999999,255.935,91.64,510.105
01/04/2016 17,47.56,1960.909999999999,258.98,81.48499999999999,507.875
01/04/2016 18,24.19,1960.909999999999,267.1425,72.91499999999999,510.045
01/04/2016 19,18.825,1960.909999999999,287.73,76.195,520.875
01/04/2016 20,29.93,1960.909999999999,326.2975,94.0425,543.7674999999999
01/04/2016 21,55.1575,1960.909999999999,378.89000000000004,123.28500000000001,577.77
01/04/2016 22,60.7275,1960.909999999999,432.27,203.635,618.09
01/04/2016 23,64.18,1960.909999999999,472.61,256.4875,659.2950000000001
02/04/2016 00,130.355,1960.909999999999,273.3425,250.17000000000002,604.3725
02/04/2016 01,166.64,1960.909999999999,247.13500000000002,224.81,639.1675
02/04/2016 02,193.2175,1960.909999999999,220.4925,207.275,660.1425
02/04/2016 03,197.15500000000003,1960.909999999999,197.675,198.58499999999998,666.3
02/04/2016 04,179.69500000000002,1960.909999999999,181.88750000000002,198.38,660.005
02/04/2016 05,166.29250000000002,1960.909999999999,172.57,204.26,644.335
02/04/2016 06,139.96749999999997,1960.909999999999,165.7675,190.28500000000003,622.445
02/04/2016 07,110.66250000000001,1960.909999999999,151.3025,162.20000000000002,597.505
02/04/2016 08,90.06,1960.909999999999,121.82500000000002,126.31,572.505
02/04/2016 09,41.63,1960.909999999999,86.6625,91.34,549.6775
02/04/2016 10,53.54,1960.909999999999,60.31,65.0025,530.0699999999999
02/04/2016 11,77.88749999999999,1960.909999999999,45.627500000000005,43.1375,513.9699999999999
02/04/2016 12,40.25749999999999,1960.909999999999,41.1175,37.925,501.34999999999997
02/04/2016 13,22.2175,1960.909999999999,45.650000000000006,34.084999999999994,492.63
02/04/2016 14,18.9375,1960.909999999999,58.545,35.03,489.49499999999995
02/04/2016 15,34.4525,1960.909999999999,84.84500000000001,47.7125,491.98749999999995
02/04/2016 16,78.64250000000001,1960.909999999999,133.58999999999997,87.48750000000001,498.355
02/04/2016 17,233.04250000000002,1960.909999999999,203.67000000000002,159.13,507.46999999999997
02/04/2016 18,269.915,1960.909999999999,291.77,252.6325,518.3075
02/04/2016 19,329.3075,1960.909999999999,398.58250000000004,353.9675,529.865
02/04/2016 20,363.2475,1960.909999999999,517.6775,459.75,541.125
02/04/2016 21,509.51250000000005,1960.909999999999,639.8199999999999,590.8625000000001,551.5649999999999
02/04/2016 22,653.645,1960.909999999999,739.7175000000001,681.3599999999999,560.62
02/04/2016 23,915.7075,1960.909999999999,786.6524999999999,711.8100000000001,567.37
03/04/2016 00,876.735,1960.909999999999,759.1,726.8125000000001,519.675
03/04/2016 01,782.66,1960.909999999999,806.9425,789.1675,523.9675
03/04/2016 02,872.1274999999999,1960.909999999999,848.225,850.175,523.955
03/04/2016 03,792.9525,1960.909999999999,827.9925,866.1949999999999,519.3425
03/04/2016 04,698.835,1960.909999999999,764.9899999999999,846.0675000000001,509.64
03/04/2016 05,638.9175,1960.909999999999,693.9099999999999,801.8000000000001,494.34
03/04/2016 06,694.0799999999999,1960.909999999999,628.2325,675.3824999999999,472.94
03/04/2016 07,618.1200000000001,1960.909999999999,569.41,627.645,444.95
03/04/2016 08,441.2475,1960.909999999999,510.53,564.125,410.34000000000003
03/04/2016 09,327.22,1960.909999999999,451.835,487.33000000000004,370.9825
03/04/2016 10,257.63500000000005,1960.909999999999,406.2725,413.39500000000004,330.71
03/04/2016 11,175.6125,1960.909999999999,368.41,274.90250000000003,293.64
03/04/2016 12,137.23999999999998,1960.909999999999,338.675,261.885,263.83000000000004
03/04/2016 13,137.88,1960.909999999999,315.6325,253.41999999999996,245.51500000000001
03/04/2016 14,122.75999999999999,1960.909999999999,282.85999999999996,235.365,242.23250000000002
03/04/2016 15,118.415,1960.909999999999,246.19500000000002,215.3975,253.81
03/04/2016 16,172.06,1960.909999999999,223.79000000000002,197.29000000000002,276.5025
03/04/2016 17,216.62250000000003,1960.909999999999,225.705,234.88750000000002,305.8875
03/04/2016 18,292.0625,1960.909999999999,262.565,310.6375,337.535
03/04/2016 19,383.495,1960.909999999999,335.1,402.055,366.97499999999997
03/04/2016 20,563.0625,1960.909999999999,423.9225,479.645,390.1675
03/04/2016 21,598.925,1960.909999999999,520.86,601.1850000000001,405.4575
03/04/2016 22,517.0225,1960.909999999999,607.215,665.5500000000001,413.785
03/04/2016 23,558.075,1960.909999999999,642.0,684.1500000000001,416.725
04/04/2016 00,614.9075,1960.909999999999,709.14,643.9849999999999,
04/04/2016 01,707.2674999999999,1960.909999999999,643.5175,590.1999999999999,
04/04/2016 02,721.075,1960.909999999999,564.265,554.4150000000001,
04/04/2016 03,625.37,1960.909999999999,509.5075,538.29,
04/04/2016 04,518.375,1960.909999999999,490.0875,535.89,
04/04/2016 05,339.4875,1960.909999999999,491.62249999999995,538.6625,
04/04/2016 06,356.21500000000003,1960.909999999999,508.98499999999996,385.5325,
04/04/2016 07,327.825,1960.909999999999,540.47,353.075,
04/04/2016 08,334.23,1960.909999999999,553.9075,360.85,
04/04/2016 09,513.0350000000001,1960.909999999999,546.555,412.02,
04/04/2016 10,590.4725000000001,1960.909999999999,552.3125,494.26,
04/04/2016 11,733.895,1960.909999999999,564.3249999999999,603.065,
04/04/2016 12,573.7099999999999,1960.909999999999,553.6949999999999,628.0425,
04/04/2016 13,524.5825,1960.909999999999,520.26,609.0325,
04/04/2016 14,417.40749999999997,1960.909999999999,465.96500000000003,563.0625,
04/04/2016 15,399.1825,1960.909999999999,398.2575,492.71,
04/04/2016 16,357.8875,1960.909999999999,324.75,343.8825,
04/04/2016 17,317.7175,1960.909999999999,241.145,261.255,
04/04/2016 18,272.995,1960.909999999999,167.415,174.825,
04/04/2016 19,81.88,1960.909999999999,126.6375,111.715,
04/04/2016 20,63.572500000000005,1960.909999999999,116.17499999999998,81.705,
04/04/2016 21,74.5925,1960.909999999999,124.64750000000001,78.14999999999999,
04/04/2016 22,56.355,1960.909999999999,142.64000000000001,98.52,
04/04/2016 23,40.7675,1960.909999999999,155.3475,117.07499999999999,
05/04/2016 00,67.29,1960.909999999999,177.815,128.14749999999998,
05/04/2016 01,87.4475,1960.909999999999,189.7375,132.7275,
05/04/2016 02,67.9375,1960.909999999999,176.1175,127.30999999999999,
05/04/2016 03,59.907500000000006,1960.909999999999,145.6075,112.6675,
05/04/2016 04,38.8125,1960.909999999999,120.56,94.82,
05/04/2016 05,22.252499999999998,1960.909999999999,105.22,77.4625,
05/04/2016 06,39.3225,1960.909999999999,96.4675,55.42,
05/04/2016 07,70.3575,1960.909999999999,95.8275,65.74,
05/04/2016 08,48.89,1960.909999999999,95.14500000000001,73.765,
05/04/2016 09,41.495,1960.909999999999,94.19,75.8725,
05/04/2016 10,51.629999999999995,1960.909999999999,102.6075,80.625,
05/04/2016 11,78.1225,1960.909999999999,117.38499999999999,83.425,
05/04/2016 12,147.8775,1960.909999999999,137.10000000000002,113.38250000000001,
05/04/2016 13,250.82500000000002,1960.909999999999,165.69,154.21,
05/04/2016 14,277.6875,1960.909999999999,201.70250000000001,193.57250000000002,
05/04/2016 15,375.59499999999997,1960.909999999999,247.89000000000001,224.825,
05/04/2016 16,462.77,1960.909999999999,301.1,369.9675,
05/04/2016 17,423.76,1960.909999999999,345.65,404.77000000000004,
05/04/2016 18,449.49,1960.909999999999,389.2,454.04499999999996,
05/04/2016 19,672.4100000000001,1960.909999999999,439.1,512.4475,
05/04/2016 20,570.4325,1960.909999999999,466.74249999999995,548.66,
05/04/2016 21,591.0649999999999,1960.909999999999,466.3525,618.49,
05/04/2016 22,601.8925,1960.909999999999,459.96,583.245,
05/04/2016 23,558.04,1960.909999999999,450.3625,558.345,
06/04/2016 00,588.35,1960.909999999999,462.195,541.665,363.1
06/04/2016 01,490.25250000000005,1960.909999999999,473.36249999999995,539.6424999999999,359.7925
06/04/2016 02,509.71000000000004,1960.909999999999,485.8775,553.9599999999999,357.84000000000003
06/04/2016 03,548.8175000000001,1960.909999999999,502.15250000000003,584.1949999999999,357.675
06/04/2016 04,564.63,1960.909999999999,526.7925,627.8199999999999,359.36749999999995
06/04/2016 05,654.44,1960.909999999999,564.0174999999999,677.175,362.86
06/04/2016 06,903.77,1960.909999999999,621.3275000000001,721.825,368.0925
06/04/2016 07,946.5699999999999,1960.909999999999,698.9925000000001,795.2800000000001,375.02000000000004
06/04/2016 08,915.4725,1960.909999999999,792.0125,877.2775,383.67
06/04/2016 09,850.415,1960.909999999999,906.9675,989.085,394.09
06/04/2016 10,1016.275,1960.909999999999,1059.47,1132.6825,406.43500000000006
06/04/2016 11,1264.7200000000003,1960.909999999999,1234.5275,1275.7175,420.9075
06/04/2016 12,1479.495,1960.909999999999,1389.885,1435.92,437.7175
06/04/2016 13,1577.2625,1960.909999999999,1498.8899999999999,1548.6100000000001,457.145
06/04/2016 14,1581.985,1960.909999999999,1558.7649999999999,1607.5475000000001,479.3075
06/04/2016 15,1600.7075,1960.909999999999,1575.0549999999998,1624.7549999999999,502.96000000000004
06/04/2016 16,1551.3474999999999,1960.909999999999,1561.44,1641.7749999999999,526.6400000000001
06/04/2016 17,1587.1325,1960.909999999999,1537.4325,1614.935,549.27
06/04/2016 18,1489.94,1960.909999999999,1511.1399999999999,1560.5125,569.1424999999999
06/04/2016 19,1410.62,1960.909999999999,1477.8775,1496.74,584.6324999999999
06/04/2016 20,1380.0,1960.909999999999,1438.2400000000002,1447.34,594.315
06/04/2016 21,1440.925,1960.909999999999,1398.8775,1416.87,598.02
06/04/2016 22,1361.655,1960.909999999999,1357.8600000000001,1366.69,596.85
06/04/2016 23,1315.2125,1960.909999999999,1314.085,1306.515,592.14
07/04/2016 00,1221.2825,1960.909999999999,1335.38,1254.0175,686.905
07/04/2016 01,1187.0225,1960.909999999999,1310.53,1216.0425,696.4199999999998
07/04/2016 02,1173.22,1960.909999999999,1288.9325,1187.475,704.4475
07/04/2016 03,1111.0925,1960.909999999999,1267.8899999999999,1160.9175,711.1274999999999
07/04/2016 04,1074.2475,1960.909999999999,1236.97,1133.73,717.12
07/04/2016 05,1046.4825,1960.909999999999,1188.6325000000002,1099.3675,723.2549999999999
07/04/2016 06,1018.9450000000002,1960.909999999999,1127.61,1020.6399999999999,730.3775
07/04/2016 07,982.7624999999999,1960.909999999999,1071.725,995.5725,739.405
07/04/2016 08,962.2725,1960.909999999999,1038.9825,1002.235,751.0075
07/04/2016 09,1060.1950000000002,1960.909999999999,1032.305,1033.4675,765.0575
07/04/2016 10,1059.6725,1960.909999999999,1035.9899999999998,1069.705,779.9225
07/04/2016 11,1154.995,1960.909999999999,1023.7475000000001,1107.2725,793.115
07/04/2016 12,1061.005,1960.909999999999,986.7875,1061.8425,802.2725
07/04/2016 13,961.445,1960.909999999999,937.405,1005.4699999999999,804.99
07/04/2016 14,894.2525,1960.909999999999,892.765,953.8975,799.22
07/04/2016 15,856.58,1960.909999999999,854.79,905.105,785.1850000000001
07/04/2016 16,762.1625,1960.909999999999,803.8675,754.6899999999999,765.4
07/04/2016 17,858.24,1960.909999999999,712.175,620.8924999999999,742.8649999999999
07/04/2016 18,604.1000000000001,1960.909999999999,586.3275,476.48749999999995,720.61
07/04/2016 19,431.5425,1960.909999999999,485.78999999999996,357.2925,701.6925000000001
07/04/2016 20,282.8,1960.909999999999,436.2925,278.45000000000005,688.7525
07/04/2016 21,270.4225,1960.909999999999,421.27500000000003,270.63,682.1949999999999
07/04/2016 22,237.21,1960.909999999999,428.08,265.6275,680.215
07/04/2016 23,210.36249999999998,1960.909999999999,432.355,263.7075,680.5400000000001
08/04/2016 00,201.16,1960.909999999999,275.1275,248.8675,682.7575
08/04/2016 01,170.3875,1960.909999999999,250.555,223.695,686.7225
08/04/2016 02,147.2375,1960.909999999999,221.215,192.965,681.78
08/04/2016 03,103.8775,1960.909999999999,188.935,161.01,667.4925000000001
08/04/2016 04,84.53250000000001,1960.909999999999,156.8475,133.17499999999998,646.65
08/04/2016 05,63.3875,1960.909999999999,127.25,110.47,622.7475
08/04/2016 06,59.93,1960.909999999999,100.80250000000001,75.255,599.3125
08/04/2016 07,51.4,1960.909999999999,78.295,59.294999999999995,579.8625
08/04/2016 08,31.9425,1960.909999999999,59.84,42.142500000000005,567.43
08/04/2016 09,16.64,1960.909999999999,47.6725,29.3825,562.4975000000001
08/04/2016 10,13.2575,1960.909999999999,43.690000000000005,23.687499999999996,563.005
08/04/2016 11,15.5075,1960.909999999999,44.3025,19.689999999999998,566.375
08/04/2016 12,14.9675,1960.909999999999,45.552499999999995,26.849999999999998,569.9725
08/04/2016 13,13.100000000000001,1960.909999999999,47.785,33.59,571.1899999999999
08/04/2016 14,31.6975,1960.909999999999,49.38,35.3725,567.8299999999999
08/04/2016 15,60.415,1960.909999999999,49.537499999999994,34.012499999999996,559.735
08/04/2016 16,35.1475,1960.909999999999,47.964999999999996,38.145,548.805
08/04/2016 17,30.1525,1960.909999999999,44.495,30.885,537.35
08/04/2016 18,27.927500000000002,1960.909999999999,43.345,26.225,527.64
08/04/2016 19,21.0225,1960.909999999999,48.195,25.505000000000003,521.9
08/04/2016 20,10.955,1960.909999999999,57.3425,26.232499999999998,521.9525000000001
08/04/2016 21,27.259999999999998,1960.909999999999,72.4825,24.08,527.6700000000001
08/04/2016 22,37.065,1960.909999999999,97.77000000000001,36.254999999999995,537.2674999999999
08/04/2016 23,68.60499999999999,1960.909999999999,129.57,61.135000000000005,548.7525
09/04/2016 00,118.80999999999999,1960.909999999999,102.125,104.155,374.0025
09/04/2016 01,160.02,1960.909999999999,154.57,160.52249999999998,367.29749999999996
09/04/2016 02,231.6025,1960.909999999999,197.94,205.505,362.37
09/04/2016 03,282.67,1960.909999999999,222.355,229.785,359.5125
09/04/2016 04,241.4,1960.909999999999,240.74999999999997,245.32,358.84749999999997
09/04/2016 05,228.005,1960.909999999999,261.09000000000003,263.7025,360.47999999999996
09/04/2016 06,222.815,1960.909999999999,295.09749999999997,300.945,364.53000000000003
09/04/2016 07,302.28249999999997,1960.909999999999,342.60749999999996,348.03000000000003,371.14
09/04/2016 08,422.97749999999996,1960.909999999999,383.1875,382.665,380.285
09/04/2016 09,471.7025,1960.909999999999,415.125,398.8325,391.06
09/04/2016 10,538.485,1960.909999999999,452.0575,414.46500000000003,401.625
09/04/2016 11,594.8575,1960.909999999999,490.39000000000004,513.5425,410.0525
09/04/2016 12,628.33,1960.909999999999,538.2075,550.4275,414.35249999999996
09/04/2016 13,625.2425000000001,1960.909999999999,596.515,592.645,412.465
09/04/2016 14,551.8274999999999,1960.909999999999,612.02,603.4725,403.05499999999995
09/04/2016 15,531.5375,1960.909999999999,565.5775,581.0025,387.16499999999996
09/04/2016 16,517.3525,1960.909999999999,492.53999999999996,530.085,368.05999999999995
09/04/2016 17,497.78000000000003,1960.909999999999,407.25,507.885,349.6225
09/04/2016 18,472.18,1960.909999999999,334.155,470.03000000000003,335.7875
09/04/2016 19,472.9475,1960.909999999999,289.4,432.71,330.54999999999995
09/04/2016 20,300.51,1960.909999999999,262.85,382.505,337.21999999999997
09/04/2016 21,207.18,1960.909999999999,257.40500000000003,313.4575,355.79499999999996
09/04/2016 22,276.10749999999996,1960.909999999999,265.72,306.4375,382.96500000000003
09/04/2016 23,293.5525,1960.909999999999,264.57,289.6,414.62
10/04/2016 00,288.40250000000003,1960.909999999999,285.47,269.6825,459.95750000000004
10/04/2016 01,337.09000000000003,1960.909999999999,270.375,260.19,490.2275
10/04/2016 02,363.0325,1960.909999999999,242.41750000000002,233.45749999999998,512.39
10/04/2016 03,316.005,1960.909999999999,184.13,175.45250000000001,525.1575
10/04/2016 04,152.5125,1960.909999999999,123.615,114.74,530.955
10/04/2016 05,67.575,1960.909999999999,80.99000000000001,71.2375,533.0075
10/04/2016 06,30.5125,1960.909999999999,53.510000000000005,51.28,534.5625
10/04/2016 07,14.405000000000001,1960.909999999999,37.052499999999995,30.064999999999998,538.895
10/04/2016 08,7.757499999999999,1960.909999999999,28.814999999999998,21.1,548.81
10/04/2016 09,1.7625000000000002,1960.909999999999,28.02,20.799999999999997,564.6175
10/04/2016 10,9.93,1960.909999999999,35.7,30.104999999999997,584.095
10/04/2016 11,40.870000000000005,1960.909999999999,48.7825,37.489999999999995,604.4300000000001
10/04/2016 12,96.77250000000001,1960.909999999999,65.08250000000001,68.495,622.7725
10/04/2016 13,174.1975,1960.909999999999,89.51499999999999,116.7525,636.215
10/04/2016 14,246.1075,1960.909999999999,132.39000000000001,187.71000000000004,642.3199999999999
10/04/2016 15,273.43,1960.909999999999,206.45,281.74,641.29
10/04/2016 16,336.72249999999997,1960.909999999999,303.22,382.5625,636.0550000000001
10/04/2016 17,475.69,1960.909999999999,397.63,455.03000000000003,630.145
10/04/2016 18,581.85,1960.909999999999,488.37,528.2925,627.075
10/04/2016 19,662.5675,1960.909999999999,591.6324999999999,641.5875,630.4100000000001
10/04/2016 20,721.725,1960.909999999999,710.2349999999999,796.51,643.02
10/04/2016 21,826.0899999999999,1960.909999999999,838.9125,961.155,664.16
10/04/2016 22,1093.15,1960.909999999999,962.0575,1079.8274999999999,689.7800000000001
10/04/2016 23,1311.3625,1960.909999999999,1044.54,1156.5675,714.8225000000001
11/04/2016 00,1328.76,1960.909999999999,1126.13,1185.1725,691.175
11/04/2016 01,1276.365,1960.909999999999,1102.49,1183.5049999999999,709.8974999999999
11/04/2016 02,1219.7350000000001,1960.909999999999,1089.625,1174.6775,713.995
11/04/2016 03,1223.1125,1960.909999999999,1096.6074999999998,1168.0125,703.34
11/04/2016 04,1220.0549999999998,1960.909999999999,1121.2224999999999,1173.5774999999999,681.085
11/04/2016 05,1261.5124999999998,1960.909999999999,1157.16,1188.7075,651.095
11/04/2016 06,1230.465,1960.909999999999,1189.56,1193.9675,617.3275
11/04/2016 07,1224.3725,1960.909999999999,1203.045,1193.1425,583.7675
11/04/2016 08,1159.12,1960.909999999999,1186.2325,1166.2225,553.98
11/04/2016 09,1058.03,1960.909999999999,1139.2150000000001,1107.5025,529.44
11/04/2016 10,996.6325,1960.909999999999,1076.51,1041.845,509.43000000000006
11/04/2016 11,1023.635,1960.909999999999,1016.8025000000001,946.865,492.67500000000007
11/04/2016 12,1011.34,1960.909999999999,965.525,892.0550000000001,477.85749999999996
11/04/2016 13,952.2549999999999,1960.909999999999,907.69,834.05,463.53499999999997
11/04/2016 14,745.275,1960.909999999999,825.845,762.2275000000001,448.625
11/04/2016 15,601.2375,1960.909999999999,728.64,680.4575,433.9575
11/04/2016 16,579.6625,1960.909999999999,655.5274999999999,591.0975,422.27
11/04/2016 17,617.65,1960.909999999999,606.7825,497.925,416.75249999999994
11/04/2016 18,447.5325,1960.909999999999,567.615,385.80499999999995,420.605
11/04/2016 19,320.5375,1960.909999999999,549.59,312.77000000000004,437.11
11/04/2016 20,229.1225,1960.909999999999,550.9825,265.465,468.78000000000003
11/04/2016 21,198.7775,1960.909999999999,572.6525,233.60250000000002,513.7875
11/04/2016 22,244.19,1960.909999999999,568.2,253.77499999999998,566.4975000000001
11/04/2016 23,299.47249999999997,1960.909999999999,482.8325,276.8775,620.9425
12/04/2016 00,286.65749999999997,1960.909999999999,260.5375,298.7375,525.8275
12/04/2016 01,306.09000000000003,1960.909999999999,247.86749999999998,318.055,555.2149999999999
12/04/2016 02,334.4625,1960.909999999999,227.59,304.74749999999995,572.425
12/04/2016 03,335.34000000000003,1960.909999999999,195.32000000000002,266.555,576.05
12/04/2016 04,320.55999999999995,1960.909999999999,169.16500000000002,235.31,568.2175
12/04/2016 05,573.7475,1960.909999999999,155.405,205.8525,552.7175
12/04/2016 06,816.2925,1960.909999999999,149.23,297.3,533.21
12/04/2016 07,683.875,1960.909999999999,145.64749999999998,271.5725,513.1525
12/04/2016 08,477.2075,1960.909999999999,132.96499999999997,250.37,495.81
12/04/2016 09,226.075,1960.909999999999,108.9125,208.605,482.325
12/04/2016 10,168.27749999999997,1960.909999999999,86.47,159.61249999999998,471.58000000000004
12/04/2016 11,132.48,1960.909999999999,71.54,150.14999999999998,462.02500000000003
12/04/2016 12,62.16,1960.909999999999,66.11999999999999,127.22250000000001,452.05999999999995
12/04/2016 13,70.3575,1960.909999999999,68.2925,116.06,440.0875
12/04/2016 14,100.8775,1960.909999999999,72.54250000000002,100.27999999999999,424.87
12/04/2016 15,196.7225,1960.909999999999,84.315,81.4125,407.1025
12/04/2016 16,192.41249999999997,1960.909999999999,103.2425,79.4075,389.4425
12/04/2016 17,68.315,1960.909999999999,107.655,59.32,374.99
12/04/2016 18,33.8825,1960.909999999999,101.7775,48.76,366.87999999999994
12/04/2016 19,27.3275,1960.909999999999,107.70999999999998,53.2275,368.205
12/04/2016 20,80.2175,1960.909999999999,115.75,61.0775,381.4375
12/04/2016 21,129.6325,1960.909999999999,120.63499999999999,61.894999999999996,405.515
12/04/2016 22,154.485,1960.909999999999,130.0925,72.2875,436.44500000000005
12/04/2016 23,208.6075,1960.909999999999,137.61,85.015,469.89
13/04/2016 00,311.08750000000003,1960.909999999999,100.65,93.9325,454.865
13/04/2016 01,329.28999999999996,1960.909999999999,103.35499999999999,98.2725,474.31
13/04/2016 02,269.8575,1960.909999999999,106.22749999999999,91.51500000000001,480.7675
13/04/2016 03,288.93,1960.909999999999,99.86500000000001,73.0,473.9625
13/04/2016 04,151.5575,1960.909999999999,88.955,54.35,457.48249999999996
13/04/2016 05,61.34,1960.909999999999,75.74,42.300000000000004,435.52
13/04/2016 06,64.98,1960.909999999999,62.379999999999995,61.9525,412.1325
13/04/2016 07,66.3375,1960.909999999999,52.35249999999999,45.28,391.135
13/04/2016 08,72.4725,1960.909999999999,42.305,33.8,376.025
13/04/2016 09,54.4625,1960.909999999999,33.035,25.200000000000003,367.87
13/04/2016 10,29.804999999999996,1960.909999999999,28.11,20.174999999999997,365.14
13/04/2016 11,14.7625,1960.909999999999,26.665,15.0,366.28
13/04/2016 12,24.4475,1960.909999999999,28.630000000000003,13.447500000000002,370.03999999999996
13/04/2016 13,44.872499999999995,1960.909999999999,34.16,14.7125,375.4875
13/04/2016 14,28.995,1960.909999999999,41.1875,16.1875,381.92
13/04/2016 15,77.11500000000001,1960.909999999999,49.684999999999995,17.825,389.37000000000006
13/04/2016 16,77.95750000000001,1960.909999999999,59.71,31.337500000000002,398.9625
13/04/2016 17,49.78,1960.909999999999,64.6275,30.380000000000003,412.165
13/04/2016 18,47.44500000000001,1960.909999999999,63.2225,29.04,430.4525
13/04/2016 19,69.41250000000001,1960.909999999999,61.457499999999996,29.317500000000003,455.265
13/04/2016 20,87.7775,1960.909999999999,61.17249999999999,30.0,487.6675
13/04/2016 21,56.39,1960.909999999999,62.6825,86.97999999999999,527.005
13/04/2016 22,73.64,1960.909999999999,67.075,90.6,570.265
13/04/2016 23,114.96000000000001,1960.909999999999,69.585,93.71249999999999,613.5999999999999
14/04/2016 00,110.87750000000001,1960.909999999999,41.9125,92.905,651.5300000000001
14/04/2016 01,114.06,1960.909999999999,43.0,88.89500000000001,680.2375
14/04/2016 02,102.9675,1960.909999999999,44.22,83.3,695.5124999999999
14/04/2016 03,82.3,1960.909999999999,44.9475,77.105,697.31
14/04/2016 04,54.7325,1960.909999999999,46.7825,72.69749999999999,688.8900000000001
14/04/2016 05,62.8375,1960.909999999999,48.825,70.88499999999999,674.24
14/04/2016 06,74.815,1960.909999999999,49.879999999999995,59.707499999999996,657.35
14/04/2016 07,117.63,1960.909999999999,49.17,74.16,642.285
14/04/2016 08,177.20250000000001,1960.909999999999,45.03,90.3125,632.6125
14/04/2016 09,164.055,1960.909999999999,44.555,99.4775,628.9024999999999
14/04/2016 10,129.7875,1960.909999999999,55.032500000000006,103.61250000000001,628.7524999999999
14/04/2016 11,115.7775,1960.909999999999,65.58500000000001,117.68,629.1975
14/04/2016 12,82.435,1960.909999999999,67.085,97.615,627.3225
14/04/2016 13,51.74,1960.909999999999,66.0025,86.89,620.295
14/04/2016 14,49.765,1960.909999999999,67.58500000000001,83.34,605.8349999999999
14/04/2016 15,86.44250000000001,1960.909999999999,72.51,84.70750000000001,584.515
14/04/2016 16,83.2625,1960.909999999999,75.67500000000001,82.58,559.7825
14/04/2016 17,71.2025,1960.909999999999,69.7625,73.725,535.645
14/04/2016 18,45.15,1960.909999999999,61.4525,62.8675,516.005
14/04/2016 19,49.525000000000006,1960.909999999999,62.1,70.35,504.69000000000005
14/04/2016 20,62.39999999999999,1960.909999999999,83.17,100.4325,504.84499999999997
14/04/2016 21,147.685,1960.909999999999,134.585,139.1275,517.2624999999999
14/04/2016 22,267.1225,1960.909999999999,201.51,202.505,538.85
14/04/2016 23,292.08250000000004,1960.909999999999,249.42,248.8875,565.165
15/04/2016 00,187.0225,1960.909999999999,290.19,295.64,697.02
15/04/2016 01,118.04249999999999,1960.909999999999,310.5325,346.28499999999997,744.415
