Date Time,solar_all_real_time,solar_installed_capacity,elia_day_ahead,elia_hour_ahead,elia_week_ahead
11/07/2016 18,735.545,2952.78,687.235,652.5625,
11/07/2016 19,454.82750000000004,2952.78,387.5625,381.725,
11/07/2016 20,183.48250000000002,2952.78,154.275,160.945,
11/07/2016 21,26.4225,2952.78,26.435,26.222499999999997,
11/07/2016 22,0.0,2952.78,0.0,0.0,
11/07/2016 23,0.0,2952.78,0.0,0.0,
12/07/2016 00,0.0,2952.78,0.0,0.0,
12/07/2016 01,0.0,2952.78,0.0,0.0,
12/07/2016 02,0.0,2952.78,0.0,0.0,
12/07/2016 03,0.0,2952.78,0.0,0.0,
12/07/2016 04,0.0,2952.78,0.0,0.0,
12/07/2016 05,0.0775,2952.78,1.5025,0.0775,
12/07/2016 06,67.3425,2952.78,65.0125,67.2875,
12/07/2016 07,233.4825,2952.78,247.63,272.0325,
12/07/2016 08,509.18000000000006,2952.78,492.91999999999996,522.3375000000001,
12/07/2016 09,897.0725,2952.78,759.705,789.7574999999999,
12/07/2016 10,1021.3800000000001,2952.78,1015.2049999999999,1035.235,
12/07/2016 11,1248.22,2952.78,1224.5774999999999,1243.175,
12/07/2016 12,1223.1825,2952.78,1364.675,1388.85,
12/07/2016 13,1574.4375,2952.78,1428.71,1456.6299999999999,
12/07/2016 14,1259.705,2952.78,1383.7525,1455.9524999999999,
12/07/2016 15,1101.2975,2952.78,1247.89,1348.1875,
12/07/2016 16,959.8125,2952.78,1093.3275,1191.53,
12/07/2016 17,812.9675000000001,2952.78,884.73,973.4775000000001,
12/07/2016 18,552.6475,2952.78,627.4675,667.1975,
12/07/2016 19,346.7975,2952.78,361.455,367.4375,
12/07/2016 20,139.58,2952.78,153.265,148.4625,
12/07/2016 21,23.6425,2952.78,23.9725,23.409999999999997,
12/07/2016 22,0.0,2952.78,0.0,0.0,
12/07/2016 23,0.0,2952.78,0.0,0.0,
13/07/2016 00,0.0,2952.78,0.0,0.0,
13/07/2016 01,0.0,2952.78,0.0,0.0,
13/07/2016 02,0.0,2952.78,0.0,0.0,
13/07/2016 03,0.0,2952.78,0.0,0.0,
13/07/2016 04,0.0,2952.78,0.0,0.0,
13/07/2016 05,0.0925,2952.78,1.045,0.0925,
13/07/2016 06,75.61500000000001,2952.78,45.412499999999994,75.61500000000001,
13/07/2016 07,234.97500000000002,2952.78,180.8625,234.98250000000002,
13/07/2016 08,317.0025,2952.78,373.5775,318.12,
13/07/2016 09,405.17999999999995,2952.78,569.31,432.3075,
13/07/2016 10,632.4875,2952.78,750.0849999999999,627.2775,
13/07/2016 11,1011.9175,2952.78,897.085,823.5175,
13/07/2016 12,1140.9899999999998,2952.78,1019.37,982.8075,
13/07/2016 13,1213.9050000000002,2952.78,1133.9975,1068.2125,
13/07/2016 14,1239.545,2952.78,1204.69,1127.5900000000001,
13/07/2016 15,1062.465,2952.78,1201.0874999999999,1140.57,
13/07/2016 16,962.83,2952.78,1096.2275,1059.535,
13/07/2016 17,863.2125,2952.78,897.8075,906.2175000000001,
13/07/2016 18,697.65,2952.78,644.31,674.7550000000001,
13/07/2016 19,428.4225,2952.78,361.75,371.81,
13/07/2016 20,163.79749999999999,2952.78,143.67,145.26749999999998,
13/07/2016 21,19.6225,2952.78,22.2575,23.7075,
13/07/2016 22,0.0,2952.78,0.0,0.0,
13/07/2016 23,0.0,2952.78,0.0,0.0,
14/07/2016 00,0.0,2952.78,0.0,0.0,
14/07/2016 01,0.0,2952.78,0.0,0.0,
14/07/2016 02,0.0,2952.78,0.0,0.0,
14/07/2016 03,0.0,2952.78,0.0,0.0,
14/07/2016 04,0.0,2952.78,0.0,0.0,
14/07/2016 05,0.0,2952.78,1.1275,0.0,
14/07/2016 06,40.3725,2952.78,58.595,40.3725,
14/07/2016 07,215.16,2952.78,236.6325,215.165,
14/07/2016 08,591.42,2952.78,510.9675,597.4625,
14/07/2016 09,858.3100000000001,2952.78,837.6800000000001,983.8,
14/07/2016 10,1046.0175,2952.78,1151.155,1302.21,
14/07/2016 11,1281.4924999999998,2952.78,1390.4475,1510.57,
14/07/2016 12,1318.4175,2952.78,1538.79,1609.3525,
14/07/2016 13,1496.735,2952.78,1617.9075,1656.4575,
14/07/2016 14,1532.1074999999998,2952.78,1627.4575,1648.8899999999999,
14/07/2016 15,1488.5425,2952.78,1579.1399999999999,1581.885,
14/07/2016 16,1499.4075,2952.78,1419.2675,1446.6375,
14/07/2016 17,1277.5,2952.78,1108.145,1186.9050000000002,
14/07/2016 18,898.68,2952.78,716.2974999999999,813.3425,
14/07/2016 19,466.91749999999996,2952.78,352.4375,406.09250000000003,
14/07/2016 20,165.635,2952.78,132.8275,147.17999999999998,
14/07/2016 21,20.72,2952.78,20.182499999999997,24.817500000000003,
14/07/2016 22,0.0,2952.78,0.0,0.0,
14/07/2016 23,0.0,2952.78,0.0,0.0,
15/07/2016 00,0.0,2952.78,0.0,0.0,
15/07/2016 01,0.0,2952.78,0.0,0.0,
15/07/2016 02,0.0,2952.78,0.0,0.0,
15/07/2016 03,0.0,2952.78,0.0,0.0,
15/07/2016 04,0.0,2952.78,0.0,0.0,
15/07/2016 05,0.0,2952.78,1.0575,0.0,
15/07/2016 06,72.96,2952.78,59.3525,72.96,
15/07/2016 07,251.94500000000002,2952.78,246.98,251.93,
15/07/2016 08,555.3475,2952.78,571.515,559.535,
15/07/2016 09,840.7275,2952.78,965.895,885.225,
15/07/2016 10,1146.84,2952.78,1309.6425,1221.6,
15/07/2016 11,1336.6975000000002,2952.78,1558.575,1517.1924999999999,
15/07/2016 12,1542.5825000000002,2952.78,1695.8674999999998,1708.2375,
15/07/2016 13,1586.5025,2952.78,1747.8025,1772.42,
15/07/2016 14,1565.33,2952.78,1717.895,1719.8675000000003,
15/07/2016 15,1534.1975,2952.78,1619.6074999999998,1559.11,
15/07/2016 16,1479.9724999999999,2952.78,1427.0525,1338.8225000000002,
15/07/2016 17,1276.475,2952.78,1136.275,1049.3850000000002,
15/07/2016 18,894.61,2952.78,769.2874999999999,706.6475,
15/07/2016 19,436.69500000000005,2952.78,392.8925,370.0475,
15/07/2016 20,150.77,2952.78,147.64,142.405,
15/07/2016 21,16.66,2952.78,21.7325,20.025,
15/07/2016 22,0.0,2952.78,0.0,0.0,
15/07/2016 23,0.0,2952.78,0.0,0.0,
16/07/2016 00,0.0,2952.78,0.0,0.0,
16/07/2016 01,0.0,2952.78,0.0,0.0,
16/07/2016 02,0.0,2952.78,0.0,0.0,
16/07/2016 03,0.0,2952.78,0.0,0.0,
16/07/2016 04,0.0,2952.78,0.0,0.0,
16/07/2016 05,0.0025,2952.78,0.495,0.0075,
16/07/2016 06,18.5175,2952.78,35.8225,18.6625,
16/07/2016 07,104.6875,2952.78,162.735,105.09,
16/07/2016 08,255.47000000000003,2952.78,347.44500000000005,257.0925,
16/07/2016 09,584.6025,2952.78,555.02,505.93499999999995,
16/07/2016 10,978.7450000000001,2952.78,751.3900000000001,725.6850000000001,
16/07/2016 11,1181.27,2952.78,903.5175,944.6624999999999,
16/07/2016 12,1194.4275,2952.78,1016.0024999999999,1132.775,
16/07/2016 13,1409.5024999999998,2952.78,1083.42,1252.685,
16/07/2016 14,1491.1299999999999,2952.78,1104.8725,1311.8875,
16/07/2016 15,1402.9475,2952.78,1070.5375,1287.4450000000002,
16/07/2016 16,1262.2124999999999,2952.78,944.27,1137.24,
16/07/2016 17,999.905,2952.78,751.0925,910.2800000000001,
16/07/2016 18,719.0,2952.78,531.5175,639.01,
16/07/2016 19,392.76250000000005,2952.78,313.5575,359.4725,
16/07/2016 20,141.6375,2952.78,127.30249999999998,143.9275,
16/07/2016 21,18.045,2952.78,16.5075,19.055,
16/07/2016 22,0.0,2952.78,0.0,0.0,
16/07/2016 23,0.0,2952.78,0.0,0.0,
17/07/2016 00,0.0,2952.78,0.0,0.0,
17/07/2016 01,0.0,2952.78,0.0,0.0,
17/07/2016 02,0.0,2952.78,0.0,0.0,
17/07/2016 03,0.0,2952.78,0.0,0.0,
17/07/2016 04,0.0,2952.78,0.0,0.0,
17/07/2016 05,0.0,2952.78,0.4925,0.0075,
17/07/2016 06,34.837500000000006,2952.78,42.19,35.025000000000006,
17/07/2016 07,193.04749999999999,2952.78,190.25,192.21499999999997,
17/07/2016 08,449.34,2952.78,418.48,449.64250000000004,
17/07/2016 09,652.5425,2952.78,678.0074999999999,708.5125,
17/07/2016 10,881.5575000000001,2952.78,912.1375,972.7425000000001,
17/07/2016 11,1204.2975000000001,2952.78,1102.24,1178.6100000000001,
17/07/2016 12,1353.5249999999999,2952.78,1238.3850000000002,1317.3850000000002,
17/07/2016 13,1480.44,2952.78,1306.8025,1389.4350000000002,
17/07/2016 14,1434.975,2952.78,1323.3025000000002,1422.9924999999998,
17/07/2016 15,1275.6975,2952.78,1270.3975,1359.7849999999999,
17/07/2016 16,1048.415,2952.78,1120.6475,1213.0149999999999,
17/07/2016 17,905.2800000000001,2952.78,907.8599999999999,981.9975,
17/07/2016 18,676.2925,2952.78,636.08,688.3425,
17/07/2016 19,420.765,2952.78,347.1025,378.51,
17/07/2016 20,153.4825,2952.78,135.6025,147.89,
17/07/2016 21,19.599999999999994,2952.78,18.092499999999998,20.720000000000002,
17/07/2016 22,0.0,2952.78,0.0,0.0,
17/07/2016 23,0.0,2952.78,0.0,0.0,
18/07/2016 00,0.0,2952.78,0.0,0.0,
18/07/2016 01,0.0,2952.78,0.0,0.0,
18/07/2016 02,0.0,2952.78,0.0,0.0,
18/07/2016 03,0.0,2952.78,0.0,0.0,
18/07/2016 04,0.0,2952.78,0.0,0.0,
18/07/2016 05,0.0,2952.78,0.73,0.0,
18/07/2016 06,59.465,2952.78,55.894999999999996,59.465,
18/07/2016 07,302.4825,2952.78,260.025,302.49,
18/07/2016 08,724.5875,2952.78,672.78,730.98,
18/07/2016 09,1202.4099999999999,2952.78,1142.9524999999999,1239.8925,
18/07/2016 10,1586.645,2952.78,1567.8875,1637.895,
18/07/2016 11,1808.885,2952.78,1867.2799999999997,1896.4725,
18/07/2016 12,1783.7875,2952.78,2013.8525,2007.675,
18/07/2016 13,1823.355,2952.78,2071.4975,2013.6275,
18/07/2016 14,1830.975,2952.78,2040.44,1934.1000000000001,
18/07/2016 15,1704.1149999999998,2952.78,1921.8,1776.105,
18/07/2016 16,1539.5275000000001,2952.78,1695.585,1557.92,
18/07/2016 17,1277.6325,2952.78,1347.8625000000002,1240.7324999999998,
18/07/2016 18,876.45,2952.78,877.2349999999999,822.24,
18/07/2016 19,458.41,2952.78,393.68499999999995,394.97249999999997,
18/07/2016 20,148.1175,2952.78,124.76999999999998,139.165,
18/07/2016 21,17.020000000000003,2952.78,20.935000000000002,20.955,
18/07/2016 22,0.0,2952.78,0.0,0.0,
18/07/2016 23,0.0,2952.78,0.0,0.0,
19/07/2016 00,0.0,2952.78,0.0,0.0,
19/07/2016 01,0.0,2952.78,0.0,0.0,
19/07/2016 02,0.0,2952.78,0.0,0.0,
19/07/2016 03,0.0,2952.78,0.0,0.0,
19/07/2016 04,0.0,2952.78,0.0,0.0,
19/07/2016 05,0.0,2952.78,0.6125,0.0,
19/07/2016 06,57.56,2952.78,50.205,57.56,
19/07/2016 07,294.335,2952.78,253.365,294.34749999999997,
19/07/2016 08,714.85,2952.78,728.5625,720.875,
19/07/2016 09,1190.27,2952.78,1280.5175,1241.0525,
19/07/2016 10,1587.1125000000002,2952.78,1739.1525,1706.2275,
19/07/2016 11,1876.7675,2952.78,2060.69,2038.3725,
19/07/2016 12,2051.0874999999996,2952.78,2215.71,2207.2650000000003,
19/07/2016 13,2125.8525,2952.78,2273.625,2273.27,
19/07/2016 14,2093.1375,2952.78,2241.5775,2241.885,
19/07/2016 15,1958.28,2952.78,2118.3100000000004,2122.79,
19/07/2016 16,1720.105,2952.78,1856.8025,1863.6374999999998,
19/07/2016 17,1376.5225,2952.78,1451.63,1455.7725,
19/07/2016 18,934.595,2952.78,916.7175000000001,917.9475,
19/07/2016 19,468.7125,2952.78,387.8275,386.8825,
19/07/2016 20,143.215,2952.78,113.58250000000001,112.8125,
19/07/2016 21,14.8675,2952.78,19.915000000000003,19.900000000000002,
19/07/2016 22,0.0,2952.78,0.0,0.0,
19/07/2016 23,0.0,2952.78,0.0,0.0,
20/07/2016 00,0.0,2952.78,0.0,0.0,
20/07/2016 01,0.0,2952.78,0.0,0.0,
20/07/2016 02,0.0,2952.78,0.0,0.0,
20/07/2016 03,0.0,2952.78,0.0,0.0,
20/07/2016 04,0.0,2952.78,0.0,0.0,
20/07/2016 05,0.0,2952.78,0.45,0.0,
20/07/2016 06,51.394999999999996,2952.78,48.432500000000005,51.394999999999996,
20/07/2016 07,285.7025,2952.78,251.055,285.73,
20/07/2016 08,718.1625,2952.78,725.1300000000001,725.3675,
20/07/2016 09,1184.0925000000002,2952.78,1267.7725,1228.37,
20/07/2016 10,1588.4175,2952.78,1706.2549999999999,1672.8250000000003,
20/07/2016 11,1876.17,2952.78,2014.3125,1983.965,
20/07/2016 12,2055.2174999999997,2952.78,2155.3100000000004,2125.1325,
20/07/2016 13,2003.025,2952.78,2129.1425,2078.6675,
20/07/2016 14,1521.6875,2952.78,1933.815,1920.575,
20/07/2016 15,1278.53,2952.78,1632.8574999999998,1686.3774999999998,
20/07/2016 16,1036.2199999999998,2952.78,1264.1775,1331.9950000000001,
20/07/2016 17,847.4825,2952.78,860.2750000000001,944.2625,
20/07/2016 18,588.745,2952.78,506.265,592.2574999999999,
20/07/2016 19,370.0125,2952.78,266.9175,310.4375,
20/07/2016 20,167.055,2952.78,101.105,115.31,
20/07/2016 21,23.242500000000003,2952.78,11.48,14.71,
20/07/2016 22,0.0,2952.78,0.0,0.0,
20/07/2016 23,0.0,2952.78,0.0,0.0,
21/07/2016 00,0.0,2952.78,0.0,0.0,
21/07/2016 01,0.0,2952.78,0.0,0.0,
21/07/2016 02,0.0,2952.78,0.0,0.0,
21/07/2016 03,0.0,2952.78,0.0,0.0,
21/07/2016 04,0.0,2952.78,0.0,0.0,
21/07/2016 05,0.0,2952.78,0.2375,0.0,
21/07/2016 06,42.83,2952.78,45.792500000000004,42.745000000000005,
21/07/2016 07,243.615,2952.78,232.1125,243.13750000000002,
21/07/2016 08,596.7149999999999,2952.78,629.005,599.5175,
21/07/2016 09,1063.6325,2952.78,1106.88,1036.0500000000002,
21/07/2016 10,1494.6975,2952.78,1500.8625,1391.135,
21/07/2016 11,1749.8799999999999,2952.78,1768.82,1659.8899999999999,
21/07/2016 12,1916.8000000000002,2952.78,1891.0975,1835.2275,
21/07/2016 13,1901.2800000000002,2952.78,1878.7350000000001,1916.6125000000002,
21/07/2016 14,1783.37,2952.78,1780.4375,1881.11,
21/07/2016 15,1676.295,2952.78,1602.61,1702.0375000000001,
21/07/2016 16,1511.7200000000003,2952.78,1331.2075,1395.4750000000001,
21/07/2016 17,1096.43,2952.78,1014.5449999999998,1034.3999999999999,
21/07/2016 18,599.4425,2952.78,670.4375,669.3299999999999,
21/07/2016 19,265.2675,2952.78,356.715,353.0525,
21/07/2016 20,97.1575,2952.78,136.53,133.8275,
21/07/2016 21,8.9575,2952.78,15.094999999999999,15.424999999999999,
21/07/2016 22,0.0,2952.78,0.0,0.0,
21/07/2016 23,0.0,2952.78,0.0,0.0,
22/07/2016 00,0.0,2952.78,0.0,0.0,
22/07/2016 01,0.0,2952.78,0.0,0.0,
22/07/2016 02,0.0,2952.78,0.0,0.0,
22/07/2016 03,0.0,2952.78,0.0,0.0,
22/07/2016 04,0.0,2952.78,0.0,0.0,
22/07/2016 05,0.0,2952.78,0.0825,0.0,
22/07/2016 06,20.4775,2952.78,33.379999999999995,20.485,
22/07/2016 07,135.2775,2952.78,169.0425,135.2,
22/07/2016 08,314.075,2952.78,382.59499999999997,315.77,
22/07/2016 09,599.6575,2952.78,636.835,555.1899999999999,
22/07/2016 10,916.615,2952.78,931.14,757.6,
22/07/2016 11,1205.6325000000002,2952.78,1224.9475,959.6175000000001,
22/07/2016 12,1536.6575,2952.78,1461.8425000000002,1105.7425,
22/07/2016 13,1720.73,2952.78,1553.4425,1162.0225,
22/07/2016 14,1658.0900000000001,2952.78,1546.2575,1135.0774999999999,
22/07/2016 15,1430.1325,2952.78,1456.9675,1054.5149999999999,
22/07/2016 16,1225.24,2952.78,1262.565,900.11,
22/07/2016 17,857.0775,2952.78,987.8149999999999,709.9499999999999,
22/07/2016 18,556.3575,2952.78,651.8575000000001,497.37,
22/07/2016 19,318.56000000000006,2952.78,340.41749999999996,277.52000000000004,
22/07/2016 20,135.435,2952.78,122.82499999999999,101.66250000000001,
22/07/2016 21,19.705000000000002,2952.78,14.28,11.11,
22/07/2016 22,0.0,2952.78,0.0,0.0,
22/07/2016 23,0.0,2952.78,0.0,0.0,
23/07/2016 00,0.0,2952.78,0.0,0.0,
23/07/2016 01,0.0,2952.78,0.0,0.0,
23/07/2016 02,0.0,2952.78,0.0,0.0,
23/07/2016 03,0.0,2952.78,0.0,0.0,
23/07/2016 04,0.0,2952.78,0.0,0.0,
23/07/2016 05,0.0,2952.78,0.04,0.0,
23/07/2016 06,16.5225,2952.78,26.24,16.5625,
23/07/2016 07,100.66749999999999,2952.78,133.81,100.6925,
23/07/2016 08,239.23000000000002,2952.78,296.1425,243.67000000000002,
23/07/2016 09,391.3225,2952.78,471.1375,455.1775,
23/07/2016 10,578.195,2952.78,663.6700000000001,723.255,
23/07/2016 11,718.9825000000001,2952.78,851.0125,852.25,
23/07/2016 12,874.835,2952.78,1008.7975,913.2275000000001,
23/07/2016 13,1044.525,2952.78,1137.4299999999998,931.615,
23/07/2016 14,1093.6775,2952.78,1218.4225,943.3224999999999,
23/07/2016 15,1092.865,2952.78,1214.3,943.5450000000001,
23/07/2016 16,967.9625,2952.78,1109.16,937.22,
23/07/2016 17,802.165,2952.78,924.2075,840.7825,
23/07/2016 18,544.43,2952.78,650.6524999999999,643.765,
23/07/2016 19,303.44,2952.78,348.72249999999997,367.38,
23/07/2016 20,128.785,2952.78,127.95,135.6175,
23/07/2016 21,14.464999999999998,2952.78,13.52,15.167500000000002,
23/07/2016 22,0.0,2952.78,0.0,0.0,
23/07/2016 23,0.0,2952.78,0.0,0.0,
24/07/2016 00,0.0,2952.78,0.0,0.0,
24/07/2016 01,0.0,2952.78,0.0,0.0,
24/07/2016 02,0.0,2952.78,0.0,0.0,
24/07/2016 03,0.0,2952.78,0.0,0.0,
24/07/2016 04,0.0,2952.78,0.0,0.0,
24/07/2016 05,0.0,2952.78,0.01,0.0,
24/07/2016 06,23.45,2952.78,30.8975,23.45,
24/07/2016 07,179.6325,2952.78,169.0475,179.6375,
24/07/2016 08,491.6975,2952.78,421.26250000000005,497.195,
24/07/2016 09,917.14,2952.78,725.365,934.4324999999999,
24/07/2016 10,1364.6599999999999,2952.78,1032.7175,1326.5925,
24/07/2016 11,1744.1925,2952.78,1308.69,1575.6399999999999,
24/07/2016 12,1952.2575,2952.78,1516.55,1805.4850000000001,
24/07/2016 13,2022.1699999999998,2952.78,1641.6825,1939.44,
24/07/2016 14,1945.1225,2952.78,1673.615,1981.62,
24/07/2016 15,1723.84,2952.78,1604.71,1890.385,
24/07/2016 16,1455.5024999999998,2952.78,1401.8425,1618.96,
24/07/2016 17,1103.84,2952.78,1113.4925,1235.4750000000001,
24/07/2016 18,730.9475,2952.78,744.0799999999999,781.5799999999999,
24/07/2016 19,388.08000000000004,2952.78,362.3975,367.325,
24/07/2016 20,148.0275,2952.78,124.2225,126.82749999999999,
24/07/2016 21,12.575,2952.78,13.632499999999999,13.475,
24/07/2016 22,0.0,2952.78,0.0,0.0,
24/07/2016 23,0.0,2952.78,0.0,0.0,
25/07/2016 00,0.0,2952.78,0.0,0.0,
25/07/2016 01,0.0,2952.78,0.0,0.0,
25/07/2016 02,0.0,2952.78,0.0,0.0,
25/07/2016 03,0.0,2952.78,0.0,0.0,
25/07/2016 04,0.0,2952.78,0.0,0.0,
25/07/2016 05,0.0,2952.78,0.0025,0.0,
25/07/2016 06,19.53,2952.78,19.7025,19.53,
25/07/2016 07,116.0475,2952.78,105.05,115.97999999999999,
25/07/2016 08,294.85749999999996,2952.78,233.20250000000004,295.72,
25/07/2016 09,559.1075000000001,2952.78,379.57500000000005,548.325,
25/07/2016 10,792.675,2952.78,607.3675000000001,783.3275000000001,
25/07/2016 11,890.04,2952.78,889.9074999999999,954.0625,
25/07/2016 12,1188.9050000000002,2952.78,1154.0,1075.4824999999998,
25/07/2016 13,1299.6275,2952.78,1345.7725,1159.115,
25/07/2016 14,1401.5675,2952.78,1477.48,1207.8175,
25/07/2016 15,1268.1125000000002,2952.78,1515.33,1206.5124999999998,
25/07/2016 16,1243.7575000000002,2952.78,1395.845,1099.6525000000001,
25/07/2016 17,1023.2725,2952.78,1150.6325000000002,910.3525,
25/07/2016 18,725.795,2952.78,767.4224999999999,640.2149999999999,
25/07/2016 19,375.89500000000004,2952.78,355.46,337.2575,
25/07/2016 20,123.85249999999999,2952.78,113.2475,118.6725,
25/07/2016 21,12.4425,2952.78,12.5075,11.51,
25/07/2016 22,0.0,2952.78,0.0,0.0,
25/07/2016 23,0.0,2952.78,0.0,0.0,
26/07/2016 00,0.0,2952.78,0.0,0.0,
26/07/2016 01,0.0,2952.78,0.0,0.0,
26/07/2016 02,0.0,2952.78,0.0,0.0,
26/07/2016 03,0.0,2952.78,0.0,0.0,
26/07/2016 04,0.0,2952.78,0.0,0.0,
26/07/2016 05,0.0,2952.78,0.0,0.0,
26/07/2016 06,35.0025,2952.78,38.43000000000001,35.0025,
26/07/2016 07,224.20000000000002,2952.78,224.15249999999997,224.205,
26/07/2016 08,522.4875,2952.78,624.1675,525.375,
26/07/2016 09,913.0725,2952.78,1094.6125,919.5575000000001,
26/07/2016 10,1253.9325000000001,2952.78,1455.6925,1328.81,
26/07/2016 11,1480.9,2952.78,1679.1399999999999,1571.62,
26/07/2016 12,1500.29,2952.78,1762.7424999999998,1682.7675,
26/07/2016 13,1358.1525000000001,2952.78,1715.7324999999998,1642.205,
26/07/2016 14,1200.005,2952.78,1584.7875000000001,1500.015,
26/07/2016 15,1074.7949999999998,2952.78,1381.555,1310.435,
26/07/2016 16,944.4950000000001,2952.78,1139.94,1094.3325,
26/07/2016 17,738.2375,2952.78,867.6424999999999,844.46,
26/07/2016 18,484.42499999999995,2952.78,580.8225,573.4100000000001,
26/07/2016 19,280.7625,2952.78,320.165,322.345,
26/07/2016 20,96.985,2952.78,114.335,117.6475,
26/07/2016 21,7.9125,2952.78,9.49,9.7525,
26/07/2016 22,0.0,2952.78,0.0,0.0,
26/07/2016 23,0.0,2952.78,0.0,0.0,
27/07/2016 00,0.0,2952.78,0.0,0.0,
27/07/2016 01,0.0,2952.78,0.0,0.0,
27/07/2016 02,0.0,2952.78,0.0,0.0,
27/07/2016 03,0.0,2952.78,0.0,0.0,
27/07/2016 04,0.0,2952.78,0.0,0.0,
27/07/2016 05,0.0,2952.78,0.0,0.0,
27/07/2016 06,35.1525,2952.78,32.9125,35.1525,
27/07/2016 07,234.69,2952.78,194.09499999999997,234.72250000000003,
27/07/2016 08,556.805,2952.78,444.555,563.355,
27/07/2016 09,912.465,2952.78,704.7225000000001,983.3825,
27/07/2016 10,1035.3675,2952.78,873.31,1268.4775,
27/07/2016 11,1072.4675,2952.78,940.17,1373.33,
27/07/2016 12,1107.17,2952.78,935.6875,1346.9825,
27/07/2016 13,1166.845,2952.78,890.1975,1245.7450000000001,
27/07/2016 14,991.0775,2952.78,812.0175,1078.2025,
27/07/2016 15,949.2225,2952.78,708.665,888.75,
27/07/2016 16,712.535,2952.78,620.9549999999999,727.8650000000001,
27/07/2016 17,445.66749999999996,2952.78,506.7425,564.0725,
27/07/2016 18,321.1825,2952.78,362.59250000000003,391.64,
27/07/2016 19,197.46999999999997,2952.78,199.7125,218.7375,
27/07/2016 20,65.865,2952.78,64.4475,72.3825,
27/07/2016 21,3.5974999999999997,2952.78,5.13,5.4350000000000005,
27/07/2016 22,0.0,2952.78,0.0,0.0,
27/07/2016 23,0.0,2952.78,0.0,0.0,
28/07/2016 00,0.0,2952.78,0.0,0.0,
28/07/2016 01,0.0,2952.78,0.0,0.0,
28/07/2016 02,0.0,2952.78,0.0,0.0,
28/07/2016 03,0.0,2952.78,0.0,0.0,
28/07/2016 04,0.0,2952.78,0.0,0.0,
28/07/2016 05,0.0,2952.78,0.0,0.0,
28/07/2016 06,3.9050000000000002,2952.78,18.39,3.9050000000000002,
28/07/2016 07,55.425,2952.78,116.6275,55.43,
28/07/2016 08,214.76500000000004,2952.78,271.77750000000003,215.0825,
28/07/2016 09,477.83,2952.78,445.83000000000004,497.3,
28/07/2016 10,698.7425,2952.78,670.5274999999999,756.855,
28/07/2016 11,928.1675,2952.78,917.7875,1043.9975,
28/07/2016 12,1164.6425,2952.78,1123.9975,1196.0475000000001,
28/07/2016 13,1385.685,2952.78,1210.4725,1289.8899999999999,
28/07/2016 14,1533.6475,2952.78,1221.48,1350.2375,
28/07/2016 15,1460.395,2952.78,1174.1125,1313.545,
28/07/2016 16,1403.0525,2952.78,1046.3675,1183.8450000000003,
28/07/2016 17,1129.5025,2952.78,828.7,975.52,
28/07/2016 18,769.6325,2952.78,564.9575,673.02,
28/07/2016 19,380.265,2952.78,296.26,336.97249999999997,
28/07/2016 20,101.88250000000001,2952.78,99.34750000000001,113.2425,
28/07/2016 21,3.2125,2952.78,7.1525,9.4825,
28/07/2016 22,0.0,2952.78,0.0,0.0,
28/07/2016 23,0.0,2952.78,0.0,0.0,
29/07/2016 00,0.0,2952.78,0.0,0.0,
29/07/2016 01,0.0,2952.78,0.0,0.0,
29/07/2016 02,0.0,2952.78,0.0,0.0,
29/07/2016 03,0.0,2952.78,0.0,0.0,
29/07/2016 04,0.0,2952.78,0.0,0.0,
29/07/2016 05,0.0,2952.78,0.0,0.0,
29/07/2016 06,13.445,2952.78,23.7725,13.445,
29/07/2016 07,130.85,2952.78,150.47,130.86249999999998,
29/07/2016 08,345.1525,2952.78,345.385,346.0225,
29/07/2016 09,604.1375,2952.78,552.6424999999999,625.6775,
29/07/2016 10,749.3799999999999,2952.78,744.125,893.3249999999999,
29/07/2016 11,887.0899999999999,2952.78,908.485,1138.1675,
29/07/2016 12,1082.2025,2952.78,1041.22,1341.1975,
29/07/2016 13,1079.7275,2952.78,1108.9850000000001,1426.3224999999998,
29/07/2016 14,1068.2375,2952.78,1124.8975,1436.7025,
29/07/2016 15,1074.095,2952.78,1069.8675,1412.43,
29/07/2016 16,1042.405,2952.78,936.9,1299.785,
29/07/2016 17,943.5275000000001,2952.78,750.5425,1068.8675,
29/07/2016 18,700.945,2952.78,524.8775,722.8475000000001,
29/07/2016 19,382.1825,2952.78,296.3375,346.03000000000003,
29/07/2016 20,125.755,2952.78,100.96499999999999,113.6975,
29/07/2016 21,6.5600000000000005,2952.78,6.455,7.7525,
29/07/2016 22,0.0,2952.78,0.0,0.0,
29/07/2016 23,0.0,2952.78,0.0,0.0,
30/07/2016 00,0.0,2952.78,0.0,0.0,
30/07/2016 01,0.0,2952.78,0.0,0.0,
30/07/2016 02,0.0,2952.78,0.0,0.0,
30/07/2016 03,0.0,2952.78,0.0,0.0,
30/07/2016 04,0.0,2952.78,0.0,0.0,
30/07/2016 05,0.0,2952.78,0.0,0.0,
30/07/2016 06,20.295,2952.78,26.58,20.295,
30/07/2016 07,168.8425,2952.78,177.96,168.85,
30/07/2016 08,413.49499999999995,2952.78,421.4050000000001,416.89,
30/07/2016 09,665.275,2952.78,682.7925,678.835,
30/07/2016 10,905.5074999999999,2952.78,902.1825,931.45,
30/07/2016 11,1025.325,2952.78,1066.8225,1100.685,
30/07/2016 12,1197.4625,2952.78,1167.585,1207.25,
