Date Time,load_all_real_time,elia_day_ahead
09/05/2016 14,10699.85,10714.6125
09/05/2016 15,10643.2675,10590.1675
09/05/2016 16,10554.135,10428.747500000001
09/05/2016 17,10580.65,10630.1425
09/05/2016 18,10343.6475,10409.49
09/05/2016 19,10150.755000000001,10178.815
09/05/2016 20,9801.22,9924.155
09/05/2016 21,9771.255,9727.045
09/05/2016 22,9712.505,9785.305
09/05/2016 23,9145.099999999999,9404.835
10/05/2016 00,8406.985,8615.880000000001
10/05/2016 01,8065.0650000000005,7873.945
10/05/2016 02,7917.932499999999,7754.6475
10/05/2016 03,7799.99,7597.3675
10/05/2016 04,7827.9725,7782.630000000001
10/05/2016 05,8275.682499999999,8204.07
10/05/2016 06,8933.9475,9074.93
10/05/2016 07,9863.9175,9853.4075
10/05/2016 08,10441.419999999998,10356.5075
10/05/2016 09,10774.6675,10595.9875
10/05/2016 10,11032.855,10792.1975
10/05/2016 11,11201.9,11002.855
10/05/2016 12,11003.7,10971.5425
10/05/2016 13,10814.7625,10927.7925
10/05/2016 14,10769.3,10602.7725
10/05/2016 15,10730.715,10641.4375
10/05/2016 16,10636.39,10455.824999999999
10/05/2016 17,10620.71,10534.744999999999
10/05/2016 18,10513.51,10325.949999999999
10/05/2016 19,10112.02,10200.317500000001
10/05/2016 20,9772.6375,9811.82
10/05/2016 21,9717.449999999999,9855.8575
10/05/2016 22,9656.7225,9843.3125
10/05/2016 23,9201.09,9415.985
11/05/2016 00,8484.095,8542.2975
11/05/2016 01,8100.08,8141.509999999999
11/05/2016 02,7808.592500000001,7843.455
11/05/2016 03,7812.1475,7742.3275
11/05/2016 04,7894.3375,7908.775
11/05/2016 05,8165.420000000001,8364.585000000001
11/05/2016 06,8879.3675,9017.595000000001
11/05/2016 07,9965.6725,9709.7925
11/05/2016 08,10531.025000000001,10339.8575
11/05/2016 09,10961.04,10776.6025
11/05/2016 10,11130.1975,10987.814999999999
11/05/2016 11,11267.057499999999,11088.664999999999
11/05/2016 12,11085.169999999998,10975.4525
11/05/2016 13,11038.5775,10950.355
11/05/2016 14,10844.9275,10782.115
11/05/2016 15,10772.1625,10571.435000000001
11/05/2016 16,10692.645,10501.6175
11/05/2016 17,10631.335,10639.0375
11/05/2016 18,10532.9625,10484.050000000001
11/05/2016 19,10132.7275,10248.835
11/05/2016 20,9729.025,9981.0775
11/05/2016 21,9624.985,9810.945
11/05/2016 22,9597.432499999999,9739.255000000001
11/05/2016 23,9109.9375,9444.7325
12/05/2016 00,8376.482499999998,8639.1475
12/05/2016 01,8012.6675000000005,7971.700000000001
12/05/2016 02,7726.8625,7689.5725
12/05/2016 03,7656.4725,7720.5275
12/05/2016 04,7741.7074999999995,7750.035000000001
12/05/2016 05,8069.02,8081.1175
12/05/2016 06,8725.75,8901.9825
12/05/2016 07,9840.0925,9482.327500000001
12/05/2016 08,10456.927500000002,10139.9675
12/05/2016 09,10792.39,10594.84
12/05/2016 10,11058.2025,10767.6525
12/05/2016 11,11202.824999999999,11163.93
12/05/2016 12,10884.915,10938.407500000001
12/05/2016 13,10846.17,10753.1525
12/05/2016 14,10909.009999999998,10734.805
12/05/2016 15,10851.692500000001,10782.7775
12/05/2016 16,10836.205000000002,10729.2775
12/05/2016 17,10830.4575,10598.172499999999
12/05/2016 18,10719.612500000001,10675.27
12/05/2016 19,10239.685,10332.73
12/05/2016 20,9953.9975,10012.975
12/05/2016 21,9927.9625,9880.16
12/05/2016 22,10060.5375,9857.51
12/05/2016 23,9631.427500000002,9714.9225
13/05/2016 00,8912.485,8833.7925
13/05/2016 01,8525.2675,8381.4425
13/05/2016 02,8235.79,8080.785
13/05/2016 03,8075.785,7922.3125
13/05/2016 04,8100.714999999999,8042.56
13/05/2016 05,8329.724999999999,8354.545
13/05/2016 06,9073.58,9011.1225
13/05/2016 07,9996.4275,9827.145
13/05/2016 08,10475.775,10395.675000000001
13/05/2016 09,10808.640000000001,10703.21
13/05/2016 10,10960.7225,10841.845
13/05/2016 11,11164.5275,10953.66
13/05/2016 12,10910.137499999999,10793.2225
13/05/2016 13,10791.7175,10766.185000000001
13/05/2016 14,10590.535,10664.777499999998
13/05/2016 15,10421.8875,10489.564999999999
13/05/2016 16,10178.89,10331.69
13/05/2016 17,10041.8625,10143.73
13/05/2016 18,9922.59,9925.837500000001
13/05/2016 19,9586.017499999998,9705.145
13/05/2016 20,9328.722500000002,9404.56
13/05/2016 21,9174.1675,9390.65
13/05/2016 22,9421.535,9382.315
13/05/2016 23,9093.6725,9315.692500000001
14/05/2016 00,8529.372500000001,8516.865
14/05/2016 01,7987.5925,8082.202499999999
14/05/2016 02,7675.317499999999,7682.46
14/05/2016 03,7543.01,7525.6525
14/05/2016 04,7473.400000000001,7502.202499999999
14/05/2016 05,7446.782499999999,7546.165000000001
14/05/2016 06,7568.609999999999,7701.6224999999995
14/05/2016 07,7999.4375,8059.8275
14/05/2016 08,8623.64,8652.824999999999
14/05/2016 09,9231.127499999999,9244.127499999999
14/05/2016 10,9509.677500000002,9553.42
14/05/2016 11,9615.66,9789.4675
14/05/2016 12,9526.8025,9707.7675
14/05/2016 13,9239.0425,9505.685
14/05/2016 14,9057.54,9110.54
14/05/2016 15,8899.982499999998,8984.185
14/05/2016 16,8761.462499999998,8906.855
14/05/2016 17,8830.295,8932.3
14/05/2016 18,8949.99,9097.002499999999
14/05/2016 19,8840.77,8927.2725
14/05/2016 20,8676.895,8731.035
14/05/2016 21,8534.8625,8651.18
14/05/2016 22,8805.4225,8840.9325
14/05/2016 23,8696.9125,8724.942500000001
15/05/2016 00,8205.212500000001,8266.87
15/05/2016 01,7788.09,7801.2875
15/05/2016 02,7496.8225,7291.320000000001
15/05/2016 03,7309.817500000001,7147.584999999999
15/05/2016 04,7238.9425,7082.265
15/05/2016 05,7210.955000000001,7150.9175
15/05/2016 06,7300.5175,7157.442500000001
15/05/2016 07,7605.705,7417.477500000001
15/05/2016 08,8010.6825,7947.93
15/05/2016 09,8481.705,8412.807499999999
15/05/2016 10,8844.665,8781.5975
15/05/2016 11,9136.9475,9031.7525
15/05/2016 12,9208.095,9016.6525
15/05/2016 13,8978.942500000001,8676.1525
15/05/2016 14,8610.885,8404.967499999999
15/05/2016 15,8437.33,8222.08
15/05/2016 16,8327.23,8099.505
15/05/2016 17,8528.945,8200.5325
15/05/2016 18,8765.487500000001,8424.744999999999
15/05/2016 19,8776.5525,8500.885
15/05/2016 20,8698.7675,8556.029999999999
15/05/2016 21,8779.48,8660.032500000001
15/05/2016 22,8868.3325,8575.6025
15/05/2016 23,8607.0975,8415.824999999999
16/05/2016 00,8010.4725,8027.5425
16/05/2016 01,7619.4400000000005,7519.55
16/05/2016 02,7390.185,7380.7625
16/05/2016 03,7244.835,7274.415
16/05/2016 04,7237.7275,7184.21
16/05/2016 05,7272.64,7263.8975
16/05/2016 06,7364.28,7300.1425
16/05/2016 07,7685.725,7568.7225
16/05/2016 08,8165.42,8104.9975
16/05/2016 09,8661.355,8558.99
16/05/2016 10,9021.04,8864.2075
16/05/2016 11,9163.6,9094.460000000001
16/05/2016 12,9152.865,9106.7625
16/05/2016 13,8907.2375,8831.8825
16/05/2016 14,8658.385,8558.83
16/05/2016 15,8498.23,8417.83
16/05/2016 16,8462.990000000002,8362.755
16/05/2016 17,8690.6125,8522.52
16/05/2016 18,8920.555,8726.99
16/05/2016 19,8891.53,8816.4475
16/05/2016 20,8730.657500000001,8785.807499999999
16/05/2016 21,8733.7925,8910.255
16/05/2016 22,9099.5225,8684.1175
16/05/2016 23,8716.485,8661.390000000001
17/05/2016 00,8031.9975,8040.715
17/05/2016 01,7679.505,7663.129999999999
17/05/2016 02,7423.735,7417.2025
17/05/2016 03,7313.1425,7312.7275
17/05/2016 04,7447.91,7341.6725
17/05/2016 05,7920.31,7462.915
17/05/2016 06,8869.970000000001,7929.82
17/05/2016 07,9928.55,8313.7575
17/05/2016 08,10504.9625,10539.9875
17/05/2016 09,10800.95,10797.93
17/05/2016 10,10881.0775,10927.27
17/05/2016 11,11046.039999999999,11088.3325
17/05/2016 12,10896.907500000001,10877.067500000001
17/05/2016 13,10859.0975,10442.615
17/05/2016 14,10764.5025,10317.0975
17/05/2016 15,10667.8125,10490.66
17/05/2016 16,10611.532500000001,10441.4275
17/05/2016 17,10677.625,10444.9125
17/05/2016 18,10504.2225,10338.035
17/05/2016 19,10184.432499999999,10027.9575
17/05/2016 20,9827.085,9772.470000000001
17/05/2016 21,9675.895,9742.145
17/05/2016 22,9864.150000000001,9750.182499999999
17/05/2016 23,9428.6875,9431.8475
18/05/2016 00,8818.46,8735.4475
18/05/2016 01,8347.945,8301.36
18/05/2016 02,8066.1475,7990.75
18/05/2016 03,7973.200000000001,7929.7575
18/05/2016 04,8059.9775,7973.3325
18/05/2016 05,8375.5125,8380.740000000002
18/05/2016 06,9173.385,9089.1
18/05/2016 07,10126.265,9850.994999999999
18/05/2016 08,10685.1475,10425.539999999999
18/05/2016 09,11078.372500000001,10902.135
18/05/2016 10,11037.657500000001,10946.9375
18/05/2016 11,11187.3775,10855.145
18/05/2016 12,10985.0525,10614.73
18/05/2016 13,10929.0775,10866.9575
18/05/2016 14,10702.385,10553.26
18/05/2016 15,10654.949999999999,10437.67
18/05/2016 16,10584.09,10275.800000000001
18/05/2016 17,10665.9925,10377.672499999999
18/05/2016 18,10612.775,10318.314999999999
18/05/2016 19,10281.914999999999,10089.630000000001
18/05/2016 20,9964.4175,9809.734999999999
18/05/2016 21,9854.4875,9796.2725
18/05/2016 22,9954.095,9694.8675
18/05/2016 23,9645.945,9422.9
19/05/2016 00,8943.6875,8808.240000000002
19/05/2016 01,8474.33,8337.96
19/05/2016 02,8154.88,7925.6875
19/05/2016 03,8116.56,7857.755
19/05/2016 04,8216.8575,8055.6449999999995
19/05/2016 05,8504.42,8340.305
19/05/2016 06,9390.892499999998,9093.6375
19/05/2016 07,10192.89,9946.8925
19/05/2016 08,10600.4175,10316.46
19/05/2016 09,10855.76,10504.747500000001
19/05/2016 10,10969.400000000001,10729.255
19/05/2016 11,11089.87,10981.314999999999
19/05/2016 12,10912.98,10732.8725
19/05/2016 13,10933.4925,10607.427500000002
19/05/2016 14,10785.34,10583.3875
19/05/2016 15,10619.467499999999,10437.585000000001
19/05/2016 16,10575.195,10353.5525
19/05/2016 17,10716.53,10396.5475
19/05/2016 18,10553.95,10438.38
19/05/2016 19,10232.127499999999,9998.8675
19/05/2016 20,9881.087500000001,9804.0975
19/05/2016 21,9709.272500000001,9717.6575
19/05/2016 22,9939.1325,9624.935000000001
19/05/2016 23,9443.815,9543.67
20/05/2016 00,8726.062499999998,8678.710000000001
20/05/2016 01,8362.755000000001,8195.9575
20/05/2016 02,8039.92,7931.2925000000005
20/05/2016 03,7954.8225,7836.4075
20/05/2016 04,7997.827499999999,7908.3775
20/05/2016 05,8414.44,8210.5275
20/05/2016 06,9247.8375,9067.849999999999
20/05/2016 07,10176.14,9773.98
20/05/2016 08,10800.29,10368.824999999999
20/05/2016 09,11060.5475,10828.525000000001
20/05/2016 10,11229.4125,10847.145
20/05/2016 11,11331.822499999998,11080.105
20/05/2016 12,11187.51,10918.8925
20/05/2016 13,11093.945,10923.779999999999
20/05/2016 14,10874.58,10632.1425
20/05/2016 15,10572.2675,10501.045
20/05/2016 16,10475.035,10219.814999999999
20/05/2016 17,10406.002499999999,10233.56
20/05/2016 18,10223.975,10052.8675
20/05/2016 19,9888.192500000001,9855.88
20/05/2016 20,9622.6125,9511.2975
20/05/2016 21,9378.79,9334.2225
20/05/2016 22,9706.95,9458.630000000001
20/05/2016 23,9291.3675,9315.5925
21/05/2016 00,8602.105,8545.1325
21/05/2016 01,8132.297500000001,8027.84
21/05/2016 02,7781.5,7728.0025000000005
21/05/2016 03,7515.75,7564.0125
21/05/2016 04,7460.49,7415.445
21/05/2016 05,7422.135,7428.12
21/05/2016 06,7585.3575,7539.047500000001
21/05/2016 07,8181.2825,7842.35
21/05/2016 08,8823.532500000001,8703.7675
21/05/2016 09,9376.285,9225.377499999999
21/05/2016 10,9550.24,9482.805
21/05/2016 11,9581.4275,9678.4875
21/05/2016 12,9540.842499999999,9677.66
21/05/2016 13,9208.875,9346.727499999999
21/05/2016 14,8948.830000000002,8780.385
21/05/2016 15,8762.31,8690.8475
21/05/2016 16,8782.72,8660.4575
21/05/2016 17,8880.157500000001,8921.735
21/05/2016 18,8991.23,9050.305
21/05/2016 19,8919.125,8918.865
21/05/2016 20,8675.865,8676.9825
21/05/2016 21,8651.365,8561.240000000002
21/05/2016 22,8826.875,8758.599999999999
21/05/2016 23,8526.575,8595.725
22/05/2016 00,7917.125,7955.1925
22/05/2016 01,7537.365,7494.075
22/05/2016 02,7202.1375,6961.8175
22/05/2016 03,7054.362499999999,6797.165000000001
22/05/2016 04,7126.6125,6935.97
22/05/2016 05,7037.702499999999,7103.549999999999
22/05/2016 06,7043.950000000001,7033.9775
22/05/2016 07,7411.467499999999,7332.6675
22/05/2016 08,7917.295,7867.06
22/05/2016 09,8508.6,8322.59
22/05/2016 10,8893.66,8593.335000000001
22/05/2016 11,9427.432499999999,8944.42
22/05/2016 12,9570.564999999999,9229.3125
22/05/2016 13,9217.8,9008.445
22/05/2016 14,8981.2,8630.3575
22/05/2016 15,8790.9725,8479.4475
22/05/2016 16,8756.6025,8430.0725
22/05/2016 17,8928.372500000001,8577.8975
22/05/2016 18,9243.2925,8819.6025
22/05/2016 19,9343.6725,9073.9925
22/05/2016 20,9236.1475,9126.609999999999
22/05/2016 21,9004.6325,9035.439999999999
22/05/2016 22,8987.425,8768.300000000001
22/05/2016 23,8540.1925,8502.02
23/05/2016 00,7829.632500000001,8033.679999999999
23/05/2016 01,7568.215,7461.47
23/05/2016 02,7316.485000000001,7418.182499999999
23/05/2016 03,7220.047500000001,7298.62
23/05/2016 04,7383.48,7423.665
23/05/2016 05,7904.9375,7768.9349999999995
23/05/2016 06,8816.2625,8717.65
23/05/2016 07,9879.8875,9661.27
23/05/2016 08,10500.5725,10351.09
23/05/2016 09,10948.7675,10685.08
23/05/2016 10,10975.6975,10939.942500000001
23/05/2016 11,11190.927500000002,11183.875
23/05/2016 12,11017.8025,10836.8875
23/05/2016 13,10911.49,10925.4775
23/05/2016 14,10792.3375,10968.8325
23/05/2016 15,10741.1725,10797.172499999999
23/05/2016 16,10698.907500000001,10597.205
23/05/2016 17,10729.7,10715.292500000001
23/05/2016 18,10650.385,10622.3375
23/05/2016 19,10260.855,10434.815
23/05/2016 20,9867.492499999998,9890.2875
23/05/2016 21,9587.3575,9739.0875
23/05/2016 22,9679.2075,9549.38
23/05/2016 23,9286.2875,9308.112500000001
24/05/2016 00,8636.595000000001,8618.455
24/05/2016 01,8214.6925,8305.7375
24/05/2016 02,7932.15,7988.81
24/05/2016 03,7849.9575,7877.965
24/05/2016 04,7888.2175,7898.052500000001
24/05/2016 05,8220.21,8357.877499999999
24/05/2016 06,9190.9275,8999.1
24/05/2016 07,10130.225,9879.995
24/05/2016 08,10668.6675,10708.9175
24/05/2016 09,10971.2825,10756.905
24/05/2016 10,11107.3325,10903.6275
24/05/2016 11,11263.5475,11174.064999999999
24/05/2016 12,10921.044999999998,11023.220000000001
24/05/2016 13,10815.682499999999,10692.3
24/05/2016 14,10736.0175,10631.869999999999
24/05/2016 15,10574.365,10593.3025
24/05/2016 16,10472.0325,10450.945
24/05/2016 17,10460.61,10504.77
24/05/2016 18,10342.4825,10434.7925
24/05/2016 19,10032.565,9996.5275
24/05/2016 20,9722.375,9777.305
24/05/2016 21,9571.97,9668.59
24/05/2016 22,9809.275,9677.142499999998
24/05/2016 23,9396.9175,9485.19
25/05/2016 00,8645.0025,8721.42
25/05/2016 01,8251.2825,8233.89
25/05/2016 02,8013.6125,7959.46
25/05/2016 03,7928.885,7903.715000000001
25/05/2016 04,8099.4,8000.2875
25/05/2016 05,8355.235,8344.9375
25/05/2016 06,9248.0975,9204.7525
25/05/2016 07,10309.6925,10093.28
25/05/2016 08,10786.622500000001,10676.22
25/05/2016 09,11072.355000000001,11016.407500000001
25/05/2016 10,11082.619999999999,10959.0725
25/05/2016 11,11208.64,11043.554999999998
25/05/2016 12,11097.2075,10803.9175
25/05/2016 13,11100.98,10891.875
25/05/2016 14,10938.4825,10772.1275
25/05/2016 15,10816.785,10641.85
25/05/2016 16,10583.705,10600.525
25/05/2016 17,10598.715,10540.2775
25/05/2016 18,10473.7,10390.8125
25/05/2016 19,10196.94,10129.475
25/05/2016 20,9873.27,9874.485
25/05/2016 21,9628.66,9735.9275
25/05/2016 22,9916.98,9740.372500000001
25/05/2016 23,9524.46,9486.785
26/05/2016 00,8801.4575,8707.869999999999
26/05/2016 01,8289.705,8258.89
26/05/2016 02,7994.3175,7949.745
26/05/2016 03,7915.337500000001,7900.71
26/05/2016 04,7940.1625,8025.0525
26/05/2016 05,8255.8475,8223.675
26/05/2016 06,9062.515,9104.95
26/05/2016 07,10026.785,9886.185000000001
26/05/2016 08,10590.645,10374.4125
26/05/2016 09,10928.66,10725.3425
26/05/2016 10,10926.072499999998,10973.805
26/05/2016 11,11046.717499999999,11053.017500000002
26/05/2016 12,10739.36,10964.885
26/05/2016 13,10746.470000000001,10818.2775
26/05/2016 14,10712.885,10652.1325
26/05/2016 15,10593.765,10539.34
26/05/2016 16,10551.265,10436.307499999999
26/05/2016 17,10562.2675,10552.767500000002
26/05/2016 18,10414.395,10307.8675
26/05/2016 19,10069.699999999999,10012.0775
26/05/2016 20,9694.342499999999,9720.34
26/05/2016 21,9481.715,9516.61
26/05/2016 22,9716.560000000001,9547.880000000001
26/05/2016 23,9380.235,9196.0125
27/05/2016 00,8657.1375,8567.3325
27/05/2016 01,8207.655,8203.9
27/05/2016 02,7965.87,7832.4425
27/05/2016 03,7899.842500000001,7730.442499999999
27/05/2016 04,7924.1,7821.22
27/05/2016 05,8204.065,8186.25
27/05/2016 06,8987.1975,8936.752499999999
27/05/2016 07,9962.89,9783.3725
27/05/2016 08,10523.5225,10461.665
27/05/2016 09,10797.1775,10751.4375
27/05/2016 10,10944.759999999998,10810.67
27/05/2016 11,11144.8775,10930.865
27/05/2016 12,10930.355,10636.07
27/05/2016 13,10886.170000000002,10708.86
27/05/2016 14,10730.529999999999,10658.2675
27/05/2016 15,10539.932499999999,10505.429999999998
27/05/2016 16,10428.880000000001,10374.6575
27/05/2016 17,10454.585,10238.805
27/05/2016 18,10220.975000000002,10157.78
27/05/2016 19,9853.0,9881.3825
27/05/2016 20,9547.36,9550.7875
27/05/2016 21,9298.3125,9224.54
27/05/2016 22,9539.567500000001,9410.470000000001
27/05/2016 23,9176.5125,9147.475
28/05/2016 00,8436.025000000001,8507.5275
28/05/2016 01,7988.995,7904.515
28/05/2016 02,7693.1925,7631.22
28/05/2016 03,7524.255,7429.514999999999
28/05/2016 04,7460.6050000000005,7438.725
28/05/2016 05,7323.179999999999,7368.39
28/05/2016 06,7575.682500000001,7440.285000000001
28/05/2016 07,8125.5425,7978.835
28/05/2016 08,8784.0825,8597.517499999998
28/05/2016 09,9375.247500000001,9122.36
28/05/2016 10,9637.2775,9454.885
28/05/2016 11,9783.2,9675.2625
28/05/2016 12,9652.235,9590.8125
28/05/2016 13,9333.6675,9335.2125
28/05/2016 14,9171.9925,9030.635
28/05/2016 15,9043.985,9068.842499999999
28/05/2016 16,8925.567500000001,8983.6825
28/05/2016 17,8998.285,9001.752499999999
28/05/2016 18,9044.9575,9008.285
28/05/2016 19,8860.2875,8946.345
28/05/2016 20,8628.2625,8706.82
28/05/2016 21,8528.9625,8564.887499999999
28/05/2016 22,8750.355000000001,8697.175
28/05/2016 23,8509.257500000002,8517.692500000001
29/05/2016 00,7969.65,7902.742499999999
29/05/2016 01,7526.665,7611.375
29/05/2016 02,7281.0075,7089.51
29/05/2016 03,7164.4075,6970.3525
29/05/2016 04,7077.0525,7110.835
29/05/2016 05,6958.977499999999,6957.3
29/05/2016 06,7034.070000000001,6953.1875
29/05/2016 07,7468.905,7307.077499999999
29/05/2016 08,7981.0525,7966.165
29/05/2016 09,8485.0025,8507.48
29/05/2016 10,8890.08,8795.95
29/05/2016 11,9328.3675,9284.4475
29/05/2016 12,9383.61,9322.28
29/05/2016 13,9017.18,8920.5125
29/05/2016 14,8685.4775,8703.7625
29/05/2016 15,8538.2875,8544.6475
29/05/2016 16,8609.279999999999,8354.5875
29/05/2016 17,8775.7175,8618.905
29/05/2016 18,9036.137499999999,8957.914999999999
29/05/2016 19,9079.5125,9007.7075
29/05/2016 20,8983.605,8935.7725
29/05/2016 21,8706.57,8812.625
29/05/2016 22,8777.945,8565.3825
29/05/2016 23,8427.1475,8364.61
30/05/2016 00,7853.589999999999,7902.577499999999
30/05/2016 01,7498.969999999999,7550.827499999999
30/05/2016 02,7313.4375,7309.295
30/05/2016 03,7196.712500000001,7209.385
30/05/2016 04,7263.262500000001,7296.570000000001
30/05/2016 05,7689.8875,7667.077499999999
30/05/2016 06,8585.65,8577.53
30/05/2016 07,9701.66,9559.88
30/05/2016 08,10328.337500000001,10232.9025
30/05/2016 09,10779.300000000001,10627.4675
30/05/2016 10,11022.777499999998,10812.555
30/05/2016 11,11271.3125,11108.810000000001
30/05/2016 12,11063.812499999998,10906.545
30/05/2016 13,11044.26,10889.64
30/05/2016 14,11027.827500000001,10807.369999999999
30/05/2016 15,10900.1125,10786.074999999999
30/05/2016 16,10877.8425,10720.955
30/05/2016 17,10894.915,10792.697499999998
30/05/2016 18,10865.915,10625.7925
30/05/2016 19,10544.4,10424.7
30/05/2016 20,9951.3975,10027.199999999999
30/05/2016 21,9599.97,9601.2175
30/05/2016 22,9553.32,9550.619999999999
30/05/2016 23,9092.6125,9161.505
31/05/2016 00,8402.61,8525.4325
31/05/2016 01,8073.6849999999995,7968.1825
31/05/2016 02,7804.8975,7739.68
31/05/2016 03,7723.4225,7652.585000000001
31/05/2016 04,7843.68,7640.085000000001
31/05/2016 05,8099.0625,8120.295
31/05/2016 06,8895.3425,8844.505000000001
31/05/2016 07,9905.835,9835.6525
31/05/2016 08,10454.6675,10340.2675
31/05/2016 09,10765.9525,10622.320000000002
31/05/2016 10,10944.93,10869.5175
31/05/2016 11,11189.8575,10987.005
31/05/2016 12,10939.987500000001,10689.497500000001
31/05/2016 13,10887.6025,10674.765
31/05/2016 14,10733.4775,10786.6275
31/05/2016 15,10640.9275,10549.282500000001
31/05/2016 16,10497.745,10424.025
31/05/2016 17,10583.8925,10291.59
31/05/2016 18,10543.2375,10320.960000000001
31/05/2016 19,10158.085,10050.08
31/05/2016 20,9804.664999999999,9619.615
31/05/2016 21,9493.720000000001,9500.4875
31/05/2016 22,9640.7775,9554.375
31/05/2016 23,9241.0625,9372.475
01/06/2016 00,8521.855,8598.605
01/06/2016 01,8142.38,8091.139999999999
01/06/2016 02,7890.3725,7827.172500000001
01/06/2016 03,7779.685,7741.1050000000005
01/06/2016 04,7824.1075,7881.047500000001
01/06/2016 05,8066.9400000000005,8023.2875
01/06/2016 06,8868.885000000002,8831.2625
01/06/2016 07,9903.12,9775.122500000001
01/06/2016 08,10506.935000000001,10191.32
01/06/2016 09,10890.815,10680.0825
01/06/2016 10,11062.037499999999,10822.95
01/06/2016 11,11268.9575,10971.83
01/06/2016 12,11066.7825,10555.782500000001
01/06/2016 13,11056.894999999999,10862.755000000001
01/06/2016 14,10947.147500000001,10725.482500000002
01/06/2016 15,10850.982499999998,10765.3525
01/06/2016 16,10760.0775,10539.412499999999
01/06/2016 17,10783.375,10710.2675
01/06/2016 18,10680.3825,10668.5225
01/06/2016 19,10451.202500000001,10327.990000000002
01/06/2016 20,9983.76,10069.1325
01/06/2016 21,9672.98,9649.5
01/06/2016 22,9879.83,9845.252499999999
01/06/2016 23,9480.2025,9504.967499999999
02/06/2016 00,8736.7775,8724.605
02/06/2016 01,8231.935,8246.5
02/06/2016 02,7883.0725,7858.42
02/06/2016 03,7836.55,7771.9
02/06/2016 04,7931.7375,7809.264999999999
02/06/2016 05,8099.615,8094.6225
02/06/2016 06,8962.75,8818.7375
02/06/2016 07,10053.97,9741.2675
02/06/2016 08,10675.48,10296.4
02/06/2016 09,11074.2325,10858.7125
02/06/2016 10,11198.682499999999,11067.960000000001
02/06/2016 11,11436.217499999999,11184.4225
02/06/2016 12,11186.515,11091.1
02/06/2016 13,11077.1725,11183.93
02/06/2016 14,10936.612500000001,11045.2125
02/06/2016 15,10739.8325,10760.8925
02/06/2016 16,10576.6225,10687.735
02/06/2016 17,10573.3,10700.7025
02/06/2016 18,10674.232499999998,10528.635
02/06/2016 19,10448.475,10353.942500000001
02/06/2016 20,10020.03,9992.315
02/06/2016 21,9650.0825,9666.8275
02/06/2016 22,9817.96,9674.337500000001
02/06/2016 23,9446.574999999999,9238.74
03/06/2016 00,8727.66,8603.172499999999
03/06/2016 01,8289.635,8121.784999999999
03/06/2016 02,8110.847500000001,7927.2
03/06/2016 03,7998.835000000001,7851.29
03/06/2016 04,8118.55,7923.1075
03/06/2016 05,8333.300000000001,8237.5025
03/06/2016 06,9024.975,8985.8825
03/06/2016 07,10091.775,9846.349999999999
03/06/2016 08,10719.5825,10542.470000000001
03/06/2016 09,11148.915,10796.2
03/06/2016 10,11255.0175,11002.5775
03/06/2016 11,11375.675000000001,11200.859999999999
03/06/2016 12,11150.9825,10958.4275
03/06/2016 13,10984.365000000002,10794.747500000001
03/06/2016 14,10821.4125,10529.324999999999
03/06/2016 15,10640.852499999999,10407.697499999998
03/06/2016 16,10480.772500000001,10296.417500000001
03/06/2016 17,10539.2425,10416.235
03/06/2016 18,10451.515,10305.66
03/06/2016 19,10113.71,10113.4025
03/06/2016 20,9689.5725,9723.9725
03/06/2016 21,9367.195,9246.972500000002
03/06/2016 22,9680.142500000002,9412.0875
03/06/2016 23,9362.25,9156.8475
04/06/2016 00,8682.385,8287.31
04/06/2016 01,8200.59,8258.704999999998
04/06/2016 02,7903.0575,7898.475
04/06/2016 03,7766.295,7644.215
04/06/2016 04,7555.1,8025.82
04/06/2016 05,7437.5325,7875.22
04/06/2016 06,7618.125,7898.2825
04/06/2016 07,8064.537499999999,8481.164999999999
04/06/2016 08,8781.1925,8918.767499999998
04/06/2016 09,9400.74,9630.7575
04/06/2016 10,9693.122499999998,9722.38
04/06/2016 11,9892.04,9964.462500000001
04/06/2016 12,9923.074999999999,9879.8125
04/06/2016 13,9642.560000000001,9490.4375
04/06/2016 14,9407.7525,9364.164999999999
04/06/2016 15,9211.85,9269.1125
04/06/2016 16,9220.9475,9087.5075
04/06/2016 17,9354.5875,9358.842499999999
04/06/2016 18,9338.325,9658.7675
04/06/2016 19,9196.8725,9254.695
04/06/2016 20,8933.477499999999,8985.2075
04/06/2016 21,8692.4975,9017.7225
04/06/2016 22,8878.0675,9117.06
04/06/2016 23,8641.325,8745.537499999999
05/06/2016 00,8095.9325,8360.26
05/06/2016 01,7709.9125,7796.129999999999
05/06/2016 02,7384.13,7564.85
05/06/2016 03,7261.1025,7479.7300000000005
05/06/2016 04,7289.8150000000005,7733.477500000001
05/06/2016 05,7137.967500000001,7760.1525
05/06/2016 06,7117.245,7711.3125
05/06/2016 07,7491.142499999999,8011.379999999999
05/06/2016 08,8048.95,8549.297499999999
05/06/2016 09,8577.5525,8942.035
05/06/2016 10,8967.4775,9339.175
05/06/2016 11,9201.7975,9803.665
05/06/2016 12,9300.5525,9657.210000000001
05/06/2016 13,9002.0125,9436.4125
05/06/2016 14,8659.150000000001,9179.1975
05/06/2016 15,8477.445,9213.720000000001
05/06/2016 16,8408.755000000001,9343.075
05/06/2016 17,8548.5475,9359.210000000001
05/06/2016 18,8737.092499999999,9420.57
05/06/2016 19,8731.6975,9220.1675
05/06/2016 20,8696.57,9074.8275
05/06/2016 21,8579.349999999999,8844.9875
